300.68,270.62,0,0,1
331.93,291.80,0,0,1
352.14,315.84,0,0,1
327.66,294.96,0,0,1
307.57,279.59,0,0,1
293.36,262.65,0,0,1
289.39,255.87,0,0,1
291.52,249.93,0,0,1
294.81,248.07,0,0,1
291.80,246.21,0,0,1
293.28,247.57,0,0,1
295.22,246.83,0,0,1
303.69,254.33,0,0,1
315.19,262.22,0,0,1
335.19,283.18,0,0,1
353.16,288.01,0,0,1
372.64,344.31,0,0,1
365.33,364.43,0,0,1
409.09,391.05,0,0,1
418.70,384.73,0,0,1
428.02,423.93,0,0,1
428.53,431.36,0,0,1
424.74,426.46,0,0,1
420.46,425.98,0,0,1
413.02,393.92,0,0,1
406.09,411.51,0,0,1
398.06,405.03,0,0,1
392.26,374.59,0,0,1
393.47,385.78,0,0,1
394.56,370.09,0,0,1
381.33,285.64,0,0,1
383.46,346.18,0,0,1
379.16,335.96,0,0,1
370.38,321.72,0,0,1
370.80,312.65,0,0,1
360.75,306.73,0,0,1
333.36,286.26,0,0,1
335.30,276.16,0,0,1
341.05,272.85,0,0,1
335.90,279.34,0,0,1
348.12,283.77,0,0,1
358.12,309.83,0,0,1
371.38,339.85,0,0,1
386.84,356.24,0,0,1
399.61,376.26,0,0,1
415.06,292.68,0,0,1
425.17,402.62,0,0,1
437.81,420.33,0,0,1
450.07,387.20,0,0,1
464.77,454.78,0,0,1
482.11,399.05,0,0,1
477.35,476.06,0,0,1
443.38,436.83,0,0,1
426.84,421.42,0,0,1
413.38,328.27,0,0,1
403.36,394.21,0,0,1
395.17,386.37,0,0,1
391.82,324.82,0,0,1
384.57,359.92,0,0,1
378.62,346.78,0,0,1
373.22,333.47,0,0,1
358.74,330.85,0,0,1
351.55,316.11,0,0,1
343.47,303.15,0,0,1
332.93,282.83,0,0,1
316.55,264.53,0,0,1
313.21,265.90,0,0,1
316.96,263.00,0,0,1
334.26,268.61,0,0,1
345.45,276.39,0,0,1
356.36,285.80,0,0,1
346.98,311.77,0,0,1
366.00,343.64,0,0,1
378.08,359.16,0,0,1
388.40,372.52,0,0,1
403.13,344.31,0,0,1
407.95,405.03,0,0,1
411.53,416.41,0,0,1
420.20,349.43,0,0,1
424.74,429.03,0,0,1
428.96,360.29,0,0,1
432.16,433.63,0,0,1
422.31,431.84,0,0,1
415.83,411.30,0,0,1
397.99,398.44,0,0,1
389.30,282.85,0,0,1
381.02,353.86,0,0,1
378.59,344.19,0,0,1
375.29,337.76,0,0,1
373.78,334.99,0,0,1
372.15,325.86,0,0,1
366.28,317.78,0,0,1
358.74,308.53,0,0,1
346.14,292.10,0,0,1
337.88,284.75,0,0,1
342.93,287.52,0,0,1
356.06,301.24,0,0,1
366.81,311.09,0,0,1
374.86,331.79,0,0,1
386.64,303.99,0,0,1
429.94,358.54,0,0,1
464.77,429.03,0,0,1
493.06,399.88,0,0,1
520.39,499.99,0,0,1
541.64,515.43,0,0,1
539.93,417.26,0,0,1
533.95,426.70,0,0,1
510.03,502.06,0,0,1
483.09,474.78,0,0,1
460.90,437.18,0,0,1
446.68,439.32,0,0,1
435.38,417.71,0,0,1
415.34,395.60,0,0,1
393.44,368.03,0,0,1
378.97,342.05,0,0,1
371.54,329.21,0,0,1
365.78,323.05,0,0,1
350.21,312.92,0,0,1
350.47,304.57,0,0,1
324.42,281.64,0,0,1
331.61,271.75,0,0,1
326.60,266.68,0,0,1
335.73,275.82,0,0,1
345.18,277.88,0,0,1
338.11,269.71,0,0,1
351.75,282.51,0,0,1
356.19,297.44,0,0,1
357.71,333.97,0,0,1
369.06,368.13,0,0,1
391.15,363.48,0,0,1
411.75,382.94,0,0,1
427.95,427.92,0,0,1
443.31,370.26,0,0,1
433.27,451.20,0,0,1
463.02,393.11,0,0,1
454.59,465.61,0,0,1
427.34,408.65,0,0,1
409.65,413.34,0,0,1
400.58,333.66,0,0,1
395.54,385.13,0,0,1
394.60,374.21,0,0,1
388.50,369.51,0,0,1
385.06,303.02,0,0,1
379.13,333.85,0,0,1
374.46,323.14,0,0,1
359.83,314.98,0,0,1
356.83,302.05,0,0,1
342.96,285.64,0,0,1
348.85,286.82,0,0,1
358.19,295.86,0,0,1
361.12,304.62,0,0,1
368.51,310.13,0,0,1
368.58,324.96,0,0,1
383.62,346.72,0,0,1
418.16,385.65,0,0,1
447.85,346.50,0,0,1
483.13,452.72,0,0,1
505.95,407.29,0,0,1
522.18,504.58,0,0,1
532.25,525.21,0,0,1
530.43,397.39,0,0,1
502.44,400.63,0,0,1
479.73,474.94,0,0,1
466.76,385.55,0,0,1
455.20,447.11,0,0,1
446.83,338.89,0,0,1
431.14,413.64,0,0,1
416.38,376.71,0,0,1
403.91,340.49,0,0,1
395.08,343.71,0,0,1
379.89,337.53,0,0,1
370.15,321.19,0,0,1
352.13,309.91,0,0,1
325.71,277.84,0,0,1
306.91,249.75,0,0,1
286.61,233.45,0,0,1
282.20,220.25,0,0,1
280.17,222.13,0,0,1
278.96,224.10,0,0,1
288.92,229.14,0,0,1
298.57,246.88,0,0,1
304.73,274.97,0,0,1
316.47,302.96,0,0,1
339.61,307.12,0,0,1
366.26,361.79,0,0,1
394.62,388.00,0,0,1
415.66,412.71,0,0,1
430.77,400.65,0,0,1
442.10,443.76,0,0,1
441.71,445.85,0,0,1
435.71,443.05,0,0,1
422.34,309.41,0,0,1
402.52,413.13,0,0,1
383.82,347.72,0,0,1
373.68,377.01,0,0,1
375.99,356.42,0,0,1
375.64,346.47,0,0,1
368.21,340.08,0,0,1
366.38,311.27,0,0,1
367.40,302.61,0,0,1
358.95,264.14,0,0,1
350.79,255.64,0,0,1
334.62,234.27,0,0,1
332.77,275.38,0,0,1
323.51,271.00,0,0,1
320.35,271.21,0,0,1
334.42,276.05,0,0,1
341.49,282.86,0,0,1
361.02,304.27,0,0,1
369.51,334.28,0,0,1
382.10,338.89,0,0,1
403.87,333.64,0,0,1
424.49,398.35,0,0,1
441.53,413.77,0,0,1
456.79,379.10,0,0,1
467.26,452.11,0,0,1
493.31,421.64,0,0,1
504.75,495.61,0,0,1
487.60,485.81,0,0,1
450.06,330.19,0,0,1
430.88,427.06,0,0,1
422.31,347.60,0,0,1
413.70,405.98,0,0,1
